-0.39028,0.3495,-4.6753,0.40558,-0.10381,0.99706,0.022227
0.22301,-3.1837,0.66913,-0.32033,0.92863,-0.85506,0.01165
-0.14396,-0.012108,-0.091085,0.15847,-0.21052,0.15813,-0.16354
0.043778,0.086301,0.2004,0.63978,0.18263,0.053882,-0.0027067
0.53043,0.055765,0.10988,0.31972,-0.023701,0.014493,-0.00028185
-0.052667,-0.34602,0.93916,0.9775,-0.035746,-0.32422,0.05215
0.38134,-0.014997,0.13933,-0.32986,0.99951,-0.29059,0.070896
-5.5321,0.79491,-3.2198,0.96539,0.4461,0.48129,-0.074923
0.46451,0.34798,0.12182,-0.1319,0.014866,0.037819,0.029281
-14.63,-0.10135,-0.32916,0.59627,0.8032,-0.45341,0.054847
0.2025,-1.3659,0.12621,0.86781,0.36009,0.6183,0.14814
0.10983,0.13309,0.5748,0.61115,-0.36931,-0.21394,0.1967
0.058123,0.95337,0.65591,-0.28523,-0.028781,-1.3351,-0.019162
0.45316,-1.8269,-2.2597,-38.048,0.89086,-8.9348,0.025759
0.10668,-1.5896,0.50596,0.61767,-0.65862,0.76963,0.024343
0.13449,0.17121,0.82141,-0.098424,0.40235,-0.01711,-0.007299
-7.4277,-1.2495,0.46641,-52.463,0.74131,-0.23627,-0.20753
-1.0205,0.6574,-1.5667,0.88542,-3.2849,0.85162,-0.45363
-0.56146,-0.60665,-1.0846,0.54466,0.19662,0.42883,-0.065222
-0.0062541,-0.0052977,0.016935,0.79814,0.16576,0.39546,0.01469
0.63184,0.53339,-0.060413,-0.34834,-0.056244,0.94814,-0.022208
0.032064,0.05208,0.25289,0.75212,0.40951,-0.31893,-0.0011231
0.60203,0.75437,0.45721,-1.1187,-1.1779,0.99724,-0.016175
0.93887,0.70848,-0.17169,-0.62175,-0.85438,0.99608,0.0074002
0.82834,0.66139,-5.3512,0.61638,0.48432,0.67552,-0.075603
-4.7066,-1.1744,-8.0771,0.98979,0.74166,-7.7398,-0.359
-0.020039,-0.24292,-4.4119,-2.3712,-0.43633,-0.84524,0.14718
-2.7261,0.17422,-19.12,-0.73961,0.28383,-4.0784,0.17946
0.03661,0.12684,0.93783,-0.07814,-0.15399,0.25786,0.018477
0.21992,0.14537,0.13049,0.18968,-0.032641,0.34238,0.003195
-3.5139,-4.2147,-108.72,-14.505,-17.755,-1.1832,0.11858
0.96099,0.19832,-0.010474,-0.0032484,-0.017596,0.14932,-0.00082438
-0.37628,-0.0023358,-0.58087,-0.24179,0.5916,0.061248,-0.015777
0.17678,0.089932,0.060794,-0.52154,-0.89729,0.2832,-0.016535
0.10602,0.15244,0.48813,0.27648,-0.0013389,-0.0021062,-0.0014696
-0.044815,0.21689,0.36637,-0.00188,-0.53393,0.93508,-0.021211
-0.79979,-0.62046,0.091775,-0.14492,-0.44789,0.77679,-0.17785
-0.49769,-1.6827,-0.36366,0.10237,0.40096,0.51016,-0.28027
-0.22427,0.010795,-0.87131,0.41312,0.42998,0.52557,-0.018447
0.032653,0.050395,0.047044,0.2144,0.79049,0.12554,0.0052317
0.35274,0.016133,0.54242,0.11955,-0.030838,-0.015218,0.00052454
0.21784,0.31967,0.1097,0.26248,-0.26652,0.49824,-0.001329
0.45771,0.062704,0.20345,0.059367,-0.20968,0.42672,0.059909
0.73737,0.7008,0.84913,-1.6791,-1.4027,0.99929,0.041521
-0.58508,-0.29998,-3.4576,-5.1399,0.87885,0.99193,0.076627
0.13484,0.23916,0.14087,0.50626,-0.076528,0.24006,0.012529
0.23624,0.11144,0.46921,-0.97169,-0.2054,0.94342,0.12578
-0.010831,-0.067827,-0.065815,0.24998,0.15761,0.15095,-0.064843
0.14577,0.3176,-1.1742,0.62743,-0.53447,0.67188,0.096899
-0.23376,0.2953,0.24365,-2.9039,-0.22251,-0.79955,-0.064567
0.67576,0.9644,0.51494,-3.2166,0.68382,0.59119,-0.058399
0.18322,0.10054,0.69594,-0.16663,-0.13118,0.35186,0.014213
0.046731,0.26053,0.175,0.54171,0.11857,0.11221,0.0072383
-0.096943,0.048297,0.14763,-0.072467,-0.17529,0.52409,-0.20836
0.24853,0.91299,0.10353,-0.49089,0.53457,0.37206,0.03338
0.31708,0.073778,0.66449,0.19706,0.079309,-0.11582,-0.0010824
0.42838,0.33388,0.03673,0.12976,0.11716,0.0021042,-0.0040846
-29.761,-3.8232,-20.089,-2.1631,0.15138,-10.366,-0.36107
0.1457,0.13274,0.29542,0.097047,-0.18451,0.50817,0.014852
0.42638,0.37142,0.40244,-0.095874,-0.16018,0.22024,0.0084237
0.95021,-0.7116,-0.25758,-0.83066,0.98576,-9.2662,-0.063872
0.42625,0.35094,0.34929,-0.025647,0.36962,-0.17153,-0.022673
0.24418,0.67065,-0.085492,0.52974,0.20091,0.14345,0.0066893
0.17888,0.17062,0.095564,0.075373,-0.0063508,0.38285,0.021273
0.88951,-0.2468,-0.39518,-0.95984,-1.5023,0.24472,-0.08006
0.039608,0.053969,0.7462,0.67687,0.29885,-0.35405,0.050374
0.021291,0.3346,0.47997,0.073659,-0.17713,0.28607,0.0036618
0.052235,0.032232,0.83863,0.11209,0.023235,0.016366,-0.00098845
0.17102,0.078399,0.74496,0.20311,-0.042946,-0.038994,0.010062
0.42659,0.12302,-0.009053,-0.2327,-0.61912,0.89645,0.053653
0.02057,0.31152,0.83371,0.13127,-0.58125,0.069932,-0.094394
-0.026659,0.1864,0.26634,0.43095,0.19314,0.060395,0.13851
0.15001,0.14749,0.062946,0.29111,-0.06667,0.45382,-0.00089514
0.049973,0.12783,0.40665,-0.080212,-0.029736,0.40634,-0.0001793
0.01056,-0.033338,-0.00070297,-0.47876,-0.60506,0.74735,-0.049137
0.066408,0.14974,0.4241,0.36929,-0.053408,-0.011291,0.042787
0.16094,0.082585,0.24336,0.3492,-0.29926,0.60391,0.037282
-2.2417,-0.28805,-0.31935,0.14401,0.37427,-2.8767,-0.18774
0.7842,-0.13753,-0.21922,-14.564,0.95101,0.925,-0.044282
0.15163,-0.021735,0.1442,0.20449,0.72661,0.20229,0.027043
-110.96,-29.398,-100.24,0.19991,0.97858,-45.251,-0.80907
0.23675,0.12489,0.085617,0.30002,-0.046757,0.21872,-8.0048e-05
-0.038003,0.12637,-0.34517,-0.13508,0.67052,0.22716,-0.0076392
0.40389,0.51016,0.39618,-0.35916,-1.062,0.96339,-0.015528
0.20249,0.046997,0.20995,0.25784,-0.034153,0.44419,-0.0012005
0.14505,0.046595,0.96745,-2.2647,-0.52982,0.99992,-0.028548
-0.12431,-0.39273,-0.040491,0.84008,0.68698,-3.0141,-0.066245
0.40741,0.084463,-0.22846,0.69177,0.71149,-2.8439,0.089194
-0.014658,0.17856,-0.34351,-0.093255,0.4283,0.92526,0.020032
-0.091828,0.87435,0.21405,-1.6994,-0.30873,0.59793,0.23528
0.95733,0.063055,0.29529,-1.0618,-5.9811,0.89356,0.068115
0.028919,0.030253,0.2938,0.82406,-0.18199,0.2007,0.0029617
0.026305,0.21458,0.076699,0.59173,0.22545,-0.07253,0.0052943
-0.06375,-0.6373,0.033867,-0.5207,0.51418,-0.90237,0.068838
0.1513,0.081603,0.6008,0.28729,-0.48901,0.8915,-0.00078284
0.70354,-0.67647,-54.986,-2.3827,-11.769,-6.3273,0.27995
0.28746,0.16069,0.32376,0.51123,-0.31679,-0.024045,-0.011093
0.062907,0.2378,6.2035e-05,0.52745,0.16622,0.29977,-0.0038649
-1389.3,-163.53,-258.64,-96.812,-278.55,-159.91,-0.66237
-0.0050437,0.3078,0.75424,-0.16785,-0.686,0.88821,0.090713
0.12682,0.99623,0.09656,0.97904,-1.4635,0.27251,0.21405
0.071134,0.097465,0.40137,0.22289,-0.11063,0.3257,0.0067104
-0.032082,-5.2557,0.98441,-3.5174,-6.8385,-15.161,0.43662
0.080604,0.82181,0.6233,0.9321,-0.15746,-0.24116,-0.011826
0.20016,0.25759,0.62673,0.0083729,-0.021544,0.058504,0.0025103
0.060902,0.16107,0.05691,0.45849,0.015194,0.43878,0.025858
0.022099,0.048026,0.68033,-0.037191,0.049,0.15955,0.002192
0.033683,0.022066,0.76748,0.012922,-0.010636,0.14524,0.00066405
0.30911,0.20628,0.097505,-0.061593,-0.027232,0.44789,0.0043547
0.21237,0.24936,0.23275,0.066122,-0.029848,0.046894,-0.0028104
0.30655,0.69914,0.89811,0.060816,-0.053254,-1.0275,-0.011272
0.013498,0.61938,0.26065,-0.068747,0.14341,0.011799,-0.01137
0.45749,0.22998,0.6602,0.065042,-0.35887,0.13973,0.035969
-0.30912,-0.029341,0.81114,0.90734,-0.92718,0.36225,0.22704
0.40442,0.25934,0.28502,-0.020474,0.02299,0.014814,0.0014396
-0.29481,-1.4394,-31.845,0.99736,0.91594,0.4835,0.07225
-7.2882,0.99752,-35.715,-3.5762,-2.5563,-2.0317,0.84547
0.43074,0.59388,0.78137,-0.052729,0.02252,-0.5573,0.28071
0.060654,0.017404,0.028864,0.54172,0.52601,-0.008095,0.0016719
0.044694,0.11038,0.0198,0.69674,0.23554,-0.028228,0.0061086
0.2115,0.091325,0.40036,-0.095369,-0.037489,0.49322,0.0012322
0.78065,-0.12756,-6.3425,-5.9987,0.97087,-2.3905,-0.24304
0.48111,0.64584,0.21298,0.75061,-0.32567,-0.50135,-0.022701
0.6155,0.34485,0.73505,-0.099259,-0.13866,-0.063791,-0.019244
-0.00997,0.032651,0.71386,-0.12063,-0.14755,0.6022,-0.010305
0.43776,0.25671,0.68253,0.07055,-0.18107,-0.016691,0.042374
0.18361,0.01603,0.067327,0.46103,0.25223,-0.03738,0.0013727
0.011101,0.95231,0.033195,0.19844,-0.0061419,0.13406,-0.00066893
0.38225,0.47517,0.26955,-0.088386,-0.017649,0.40983,0.024799
0.4979,0.3255,0.21408,0.013987,-0.055881,0.54732,0.014351
0.16952,0.14507,0.30266,0.33804,-0.14165,0.20295,0.0040228
0.14034,0.099653,0.92998,-0.11378,-0.039685,0.18385,0.0071507
0.035204,0.7397,0.48186,0.7045,-0.068095,0.023988,-0.013766
0.10337,0.36722,0.38449,0.95557,-0.57064,-0.20954,0.078756
0.2007,0.13215,0.31585,0.055585,0.046955,0.18442,0.0052189
0.093499,0.36007,0.044478,-0.48693,-0.52515,0.70131,0.021735
0.013809,0.07137,0.071066,0.39046,0.72761,-2.5623,0.068782
-0.44787,-0.8183,0.29494,0.67044,-1.6558,0.062033,0.0039181
0.56957,0.18328,0.8106,-0.01272,-0.70277,0.16169,0.028205
0.12284,0.017881,0.20684,-0.10512,0.50723,0.30919,-0.01795
0.2828,0.39328,0.86259,-0.18094,-0.66194,-0.08276,0.030994
0.66293,0.27205,0.36263,-0.21036,0.13775,-0.2729,0.03474
0.029952,0.026492,0.063251,0.42965,0.63274,0.24685,0.0021853
0.17971,-0.079502,0.31503,-0.29784,-0.047893,0.89655,0.10949
-209.93,-20.025,-5.859,-4.8192,-10.208,0.925,0.20836
-0.017781,-0.015271,-0.011295,0.31472,0.53978,0.6026,0.036545
-0.17814,-0.00043999,0.25513,-1.4449,-2.5541,0.78482,-0.019234
0.47923,-0.23748,0.72472,-0.24052,-1.2163,-0.13202,0.073877
0.34113,0.23118,0.41004,0.38664,-0.099227,0.38098,-0.031248
-1.3073,-1.6422,-6.9778,0.13698,-0.076627,0.34073,-0.19116
0.9691,0.95215,-0.32967,-0.070104,-0.13618,0.17551,0.0091919
0.40699,0.83301,-2.8787,0.1588,0.11684,0.67548,0.043668
0.91065,0.059139,0.12064,0.069091,-0.017562,-0.066662,-0.008754
0.090306,-0.039802,0.99835,-0.14764,-0.0084534,-0.017326,-0.0020463
-0.0040117,0.57035,0.32878,-0.19907,0.47438,-0.10019,0.12148
0.03378,0.61065,0.17813,0.13711,0.087442,-0.097216,-0.0052027
0.23812,0.063188,0.18923,-0.037391,-0.063041,0.73078,-0.021846
0.39107,0.0096292,0.52035,-0.04428,-0.083567,0.1533,-0.0043226
0.064987,0.1137,0.14632,0.30221,-0.048947,0.47853,-0.0035182
0.045579,0.13078,0.7687,0.31717,-0.60868,0.46533,0.0043868
0.00027027,0.18227,-0.0046129,0.57117,0.17082,0.31896,0.0085797
-0.48808,-2.0842,0.47689,0.92551,0.78925,-3.5812,-0.036338
